Latitude (decimal degrees):	-27.431
Longitude (decimal degrees):	32.066
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231021:1103,387.75,124.29,27.59,63.51,32.76,2.34,0.0
20231021:1203,345.54,116.76,23.81,51.6,33.01,2.28,0.0
20231021:1303,271.52,114.47,18.1,38.66,32.9,2.34,0.0
20231021:1403,179.53,105.98,11.33,25.4,31.96,2.69,0.0
20231021:1503,83.26,71.07,4.51,12.1,29.56,3.45,0.0
20231021:1603,0.0,0.0,0.0,0.0,26.48,3.52,0.0
20231021:1703,0.0,0.0,0.0,0.0,24.3,3.31,0.0
20231021:1803,0.0,0.0,0.0,0.0,23.1,3.24,0.0
20231021:1903,0.0,0.0,0.0,0.0,22.51,3.93,0.0
20231021:2003,0.0,0.0,0.0,0.0,21.97,3.59,0.0
20231021:2103,0.0,0.0,0.0,0.0,21.52,3.38,0.0
20231021:2203,0.0,0.0,0.0,0.0,21.26,3.1,0.0
20231021:2303,0.0,0.0,0.0,0.0,21.1,3.03,0.0
20231022:0003,0.0,0.0,0.0,0.0,20.81,3.45,0.0
20231022:0103,0.0,0.0,0.0,0.0,20.43,3.17,0.0
20231022:0203,0.0,0.0,0.0,0.0,20.29,2.97,0.0
20231022:0303,0.0,0.0,0.0,0.0,20.31,2.9,0.0
20231022:0403,75.99,65.39,3.92,11.02,20.22,3.38,0.0
20231022:0503,0.0,32.4,1.11,24.3,19.88,3.86,0.0
20231022:0603,2.94,192.66,6.77,37.58,19.76,3.24,0.0
20231022:0703,0.0,114.27,3.92,50.59,19.88,2.69,0.0
20231022:0803,0.0,123.65,4.25,62.71,21.03,4.0,0.0
20231022:0903,0.0,125.35,4.31,71.84,21.8,4.55,0.0
20231022:1003,0.0,86.13,2.96,72.35,21.77,4.76,0.0
20231022:1103,0.51,246.41,8.49,63.73,21.49,4.83,0.0
20231022:1203,0.0,96.36,3.31,51.75,22.38,5.59,0.0
20231022:1303,11.65,229.92,8.49,38.79,22.16,5.52,0.0
20231022:1403,0.0,42.64,1.46,25.52,21.34,5.1,0.0
20231022:1503,0.0,12.79,0.44,12.23,20.85,4.97,0.0
20231022:1603,0.0,0.0,0.0,0.0,19.62,5.1,0.0
20231022:1703,0.0,0.0,0.0,0.0,18.7,4.76,0.0
20231022:1803,0.0,0.0,0.0,0.0,18.11,4.83,0.0
20231022:1903,0.0,0.0,0.0,0.0,17.48,4.62,0.0
20231022:2003,0.0,0.0,0.0,0.0,16.97,4.14,0.0
20231022:2103,0.0,0.0,0.0,0.0,16.52,3.66,0.0
20231022:2203,0.0,0.0,0.0,0.0,16.11,3.31,0.0
20231022:2303,0.0,0.0,0.0,0.0,15.77,3.03,0.0
20231023:0003,0.0,0.0,0.0,0.0,15.37,2.62,0.0
20231023:0103,0.0,0.0,0.0,0.0,15.06,2.34,0.0
20231023:0203,0.0,0.0,0.0,0.0,14.71,2.21,0.0
20231023:0303,0.0,0.0,0.0,0.0,14.44,2.07,0.0
20231023:0403,75.66,67.3,3.95,11.2,14.65,1.66,0.0
20231023:0503,185.25,102.67,11.01,24.48,17.94,1.93,0.0
20231023:0603,277.64,114.4,17.87,37.76,20.06,2.55,0.0
20231023:0703,350.78,119.72,23.64,50.79,21.76,2.14,0.0
20231023:0803,395.17,128.45,27.62,62.96,23.37,1.45,0.0
20231023:0903,423.83,128.94,29.9,72.17,24.67,0.76,0.0
20231023:1003,431.02,123.94,30.17,72.67,25.7,0.41,0.0
20231023:1103,409.97,119.78,28.23,63.94,26.5,1.31,0.0
20231023:1203,361.7,116.5,24.25,51.91,27.17,2.28,0.0
20231023:1303,286.41,114.35,18.48,38.92,26.88,2.55,0.0
20231023:1403,170.56,118.53,11.13,25.64,26.13,3.17,0.0
20231023:1503,97.52,72.58,4.83,12.36,24.14,3.45,0.0
20231023:1603,0.0,0.0,0.0,0.0,21.84,3.03,0.0
20231023:1703,0.0,0.0,0.0,0.0,20.11,2.48,0.0
20231023:1803,0.0,0.0,0.0,0.0,19.21,1.86,0.0
20231023:1903,0.0,0.0,0.0,0.0,18.86,1.24,0.0
20231023:2003,0.0,0.0,0.0,0.0,17.98,1.1,0.0
20231023:2103,0.0,0.0,0.0,0.0,17.26,1.38,0.0
20231023:2203,0.0,0.0,0.0,0.0,16.84,1.66,0.0
20231023:2303,0.0,0.0,0.0,0.0,16.55,1.79,0.0
20231024:0003,0.0,0.0,0.0,0.0,16.39,1.93,0.0
20231024:0103,0.0,0.0,0.0,0.0,16.29,2.0,0.0
20231024:0203,0.0,0.0,0.0,0.0,16.25,2.07,0.0
20231024:0303,0.0,0.0,0.0,0.0,16.24,2.21,0.0
20231024:0403,74.12,69.07,3.95,11.38,16.92,1.93,0.0
20231024:0503,178.11,108.5,10.81,24.65,19.75,2.97,0.0
20231024:0603,270.54,121.29,17.57,37.94,22.48,3.59,0.0
20231024:0703,341.25,129.09,23.23,50.99,24.84,3.52,0.0
20231024:0803,389.6,135.18,27.3,63.2,27.38,2.48,0.0
20231024:0903,418.11,135.64,29.55,72.5,29.34,0.07,0.0
20231024:1003,425.38,129.87,29.79,72.99,30.77,2.55,0.0
20231024:1103,404.6,125.69,27.88,64.15,30.91,4.34,0.0
20231024:1203,352.41,125.05,23.81,52.06,29.67,5.38,0.0
20231024:1303,264.12,131.87,17.78,39.05,27.64,5.72,0.0
20231024:1403,46.23,173.89,7.82,25.77,26.13,5.93,0.0
20231024:1503,29.33,79.52,3.4,12.49,24.61,6.14,0.0
20231024:1603,0.0,0.0,0.0,0.0,22.53,5.79,0.0
20231024:1703,0.0,0.0,0.0,0.0,21.05,5.45,0.0
20231024:1803,0.0,0.0,0.0,0.0,20.42,5.17,0.0
20231024:1903,0.0,0.0,0.0,0.0,20.29,5.03,0.0
20231024:2003,0.0,0.0,0.0,0.0,19.86,4.62,0.0
20231024:2103,0.0,0.0,0.0,0.0,19.63,4.14,0.0
20231024:2203,0.0,0.0,0.0,0.0,19.39,3.59,0.0
20231024:2303,0.0,0.0,0.0,0.0,19.01,3.45,0.0
20231025:0003,0.0,0.0,0.0,0.0,18.8,3.59,0.0
20231025:0103,0.0,0.0,0.0,0.0,18.49,3.24,0.0
20231025:0203,0.0,0.0,0.0,0.0,17.98,2.9,0.0
20231025:0303,0.0,0.0,0.0,0.0,17.56,2.76,0.0
20231025:0403,0.0,23.02,0.79,11.55,17.95,2.28,0.0
20231025:0503,3.68,128.9,4.57,24.81,19.58,3.31,0.0
20231025:0603,89.55,251.65,13.0,38.11,21.48,3.72,0.0
20231025:0703,22.13,314.41,12.01,51.17,23.04,4.14,0.0
20231025:0803,25.76,368.23,14.15,63.44,23.95,3.66,0.0
20231025:0903,1.54,296.66,10.28,72.83,24.99,3.24,0.0
20231025:1003,71.37,419.93,18.72,73.3,25.36,2.76,0.0
20231025:1103,0.52,252.39,8.7,64.36,25.56,2.76,0.0
20231025:1203,56.12,339.6,14.76,52.21,25.15,3.03,0.0
20231025:1303,97.68,255.35,13.59,39.18,24.17,3.45,0.0
20231025:1403,0.0,99.77,3.43,25.9,23.33,3.79,0.0
20231025:1503,38.51,82.48,3.69,12.62,22.38,3.86,0.0
20231025:1603,0.0,0.0,0.0,0.0,20.94,2.9,0.0
20231025:1703,0.0,0.0,0.0,0.0,19.86,2.07,0.0
20231025:1803,0.0,0.0,0.0,0.0,19.33,1.52,0.0
20231025:1903,0.0,0.0,0.0,0.0,18.94,0.97,0.0
20231025:2003,0.0,0.0,0.0,0.0,18.89,0.48,0.0
20231025:2103,0.0,0.0,0.0,0.0,18.91,0.14,0.0
20231025:2203,0.0,0.0,0.0,0.0,18.55,0.21,0.0
20231025:2303,0.0,0.0,0.0,0.0,18.41,0.41,0.0
20231026:0003,0.0,0.0,0.0,0.0,18.45,0.48,0.0
20231026:0103,0.0,0.0,0.0,0.0,18.42,0.48,0.0
20231026:0203,0.0,0.0,0.0,0.0,18.56,0.69,0.0
20231026:0303,0.0,0.0,0.0,0.0,18.66,0.97,0.0
20231026:0403,0.0,11.09,0.38,11.72,18.77,1.24,0.0
20231026:0503,0.74,111.73,3.87,24.98,19.95,2.07,0.0
20231026:0603,1.85,185.88,6.47,38.27,21.43,3.03,0.0
20231026:0703,17.88,308.74,11.57,51.36,23.14,3.66,0.0
20231026:0803,5.31,311.8,11.01,63.67,23.95,3.72,0.0
20231026:0903,42.0,411.83,16.64,73.15,25.16,3.79,0.0
20231026:1003,23.83,393.81,14.94,73.61,26.19,3.79,0.0
20231026:1103,286.81,252.46,25.25,64.56,27.58,3.79,0.0
20231026:1203,363.99,128.95,24.16,52.37,28.48,3.72,0.0
20231026:1303,290.78,123.75,18.48,39.31,29.17,3.72,0.0
20231026:1403,209.31,106.64,11.98,26.02,28.92,3.45,0.0
20231026:1503,108.02,74.83,5.04,12.75,28.1,3.1,0.0
20231026:1603,0.0,0.0,0.0,0.0,25.88,2.97,0.0
20231026:1703,0.0,0.0,0.0,0.0,23.35,3.24,0.0
20231026:1803,0.0,0.0,0.0,0.0,21.66,3.17,0.0
20231026:1903,0.0,0.0,0.0,0.0,20.71,3.03,0.0
20231026:2003,0.0,0.0,0.0,0.0,19.9,2.83,0.0
20231026:2103,0.0,0.0,0.0,0.0,19.31,2.76,0.0
20231026:2203,0.0,0.0,0.0,0.0,18.85,2.69,0.0
20231026:2303,0.0,0.0,0.0,0.0,18.49,2.55,0.0
20231027:0003,0.0,0.0,0.0,0.0,18.16,2.55,0.0
20231027:0103,0.0,0.0,0.0,0.0,17.9,2.48,0.0
20231027:0203,0.0,0.0,0.0,0.0,17.68,2.48,0.0
20231027:0303,0.0,0.0,0.0,0.0,17.53,2.55,0.0
20231027:0403,77.49,74.28,4.13,11.88,18.25,2.48,0.0
20231027:0503,182.23,114.3,10.87,25.13,20.77,3.72,0.0
20231027:0603,276.28,128.93,17.63,38.43,23.4,4.41,0.0
20231027:0703,350.29,134.9,23.31,51.53,25.86,4.83,0.0
20231027:0803,403.69,136.79,27.47,63.89,28.41,4.97,0.0
20231027:0903,432.03,138.01,29.73,73.46,30.72,5.1,0.0
20231027:1003,433.24,137.91,29.82,73.92,32.7,5.17,0.0
20231027:1103,418.1,128.8,28.06,64.77,34.1,5.31,0.0
20231027:1203,370.33,124.01,24.11,52.52,34.92,5.45,0.0
20231027:1303,306.84,113.12,18.72,39.44,35.03,5.45,0.0
20231027:1403,0.0,29.85,1.03,26.15,34.48,5.1,0.0
20231027:1503,0.0,12.79,0.44,12.89,32.97,3.59,0.0
20231027:1603,0.0,0.0,0.0,0.0,30.45,2.14,0.0
20231027:1703,0.0,0.0,0.0,0.0,27.87,2.07,0.0
20231027:1803,0.0,0.0,0.0,0.0,25.97,1.59,0.0
20231027:1903,0.0,0.0,0.0,0.0,24.12,4.28,0.0
20231027:2003,0.0,0.0,0.0,0.0,22.34,4.97,0.0
20231027:2103,0.0,0.0,0.0,0.0,21.32,4.07,0.0
20231027:2203,0.0,0.0,0.0,0.0,20.86,3.38,0.0
20231027:2303,0.0,0.0,0.0,0.0,20.61,3.03,0.0
20231028:0003,0.0,0.0,0.0,0.0,20.42,2.9,0.0
20231028:0103,0.0,0.0,0.0,0.0,20.39,3.03,0.0
20231028:0203,0.0,0.0,0.0,0.0,20.24,2.55,0.0
20231028:0303,0.0,0.0,0.0,0.0,20.02,2.0,0.0
20231028:0403,0.0,11.09,0.38,12.04,20.02,2.07,0.0
20231028:0503,0.0,40.08,1.38,25.28,20.78,2.48,0.0
20231028:0603,0.0,77.6,2.67,38.59,21.79,2.55,0.0
20231028:0703,0.0,144.97,4.98,51.71,24.21,2.21,0.0
20231028:0803,135.03,364.45,20.15,64.11,24.77,1.93,0.0
20231028:0903,0.0,115.97,3.98,73.77,25.06,2.0,0.0
20231028:1003,0.0,212.33,7.29,74.23,25.17,2.41,0.0
20231028:1103,61.95,388.18,16.84,64.97,25.08,2.83,0.0
20231028:1203,0.0,81.86,2.81,52.67,24.67,3.66,0.0
20231028:1303,0.0,73.34,2.52,39.58,23.6,4.34,0.0
20231028:1403,0.0,29.85,1.03,26.28,22.49,4.34,0.0
20231028:1503,0.0,17.91,0.62,13.02,21.54,4.07,0.0
20231028:1603,0.0,0.0,0.0,0.0,20.64,4.28,0.0
20231028:1703,0.0,0.0,0.0,0.0,19.61,4.34,0.0
20231028:1803,0.0,0.0,0.0,0.0,18.92,4.41,0.0
20231028:1903,0.0,0.0,0.0,0.0,18.46,4.97,0.0
20231028:2003,0.0,0.0,0.0,0.0,17.54,5.52,0.0
20231028:2103,0.0,0.0,0.0,0.0,16.73,5.66,0.0
20231028:2203,0.0,0.0,0.0,0.0,16.48,5.52,0.0
20231028:2303,0.0,0.0,0.0,0.0,16.12,4.97,0.0
20231029:0003,0.0,0.0,0.0,0.0,15.92,4.41,0.0
20231029:0103,0.0,0.0,0.0,0.0,15.95,3.93,0.0
20231029:0203,0.0,0.0,0.0,0.0,15.77,4.07,0.0
20231029:0303,0.0,0.0,0.0,0.0,15.52,4.34,0.0
20231029:0403,0.0,11.09,0.38,12.19,15.29,5.17,0.0
20231029:0503,0.0,64.81,2.23,25.43,15.23,5.17,0.0
20231029:0603,0.0,46.05,1.58,38.73,15.11,4.69,0.0
20231029:0703,0.0,60.54,2.08,51.87,15.03,5.24,0.0
20231029:0803,0.0,71.63,2.46,64.31,14.82,5.17,0.0
20231029:0903,0.0,77.6,2.67,74.07,15.0,6.28,0.0
20231029:1003,0.0,77.6,2.67,74.53,14.86,6.14,0.0
20231029:1103,0.0,72.48,2.49,65.17,14.92,6.41,0.0
20231029:1203,0.0,69.07,2.37,52.82,14.44,5.66,0.0
20231029:1303,0.0,47.75,1.64,39.71,14.18,5.1,0.0
20231029:1403,0.0,44.34,1.52,26.41,13.99,4.76,0.0
20231029:1503,0.0,46.9,1.61,13.16,13.64,4.55,0.0
20231029:1603,0.0,0.0,0.0,0.0,13.25,4.97,0.0
20231029:1703,0.0,0.0,0.0,0.0,13.1,4.55,0.0
20231029:1803,0.0,0.0,0.0,0.0,13.1,4.34,0.0
20231029:1903,0.0,0.0,0.0,0.0,13.25,4.0,0.0
20231029:2003,0.0,0.0,0.0,0.0,13.15,3.52,0.0
20231029:2103,0.0,0.0,0.0,0.0,13.23,3.59,0.0
20231029:2203,0.0,0.0,0.0,0.0,13.37,3.79,0.0
20231029:2303,0.0,0.0,0.0,0.0,13.31,3.79,0.0
20231030:0003,0.0,0.0,0.0,0.0,13.21,3.93,0.0
20231030:0103,0.0,0.0,0.0,0.0,13.03,3.45,0.0
20231030:0203,0.0,0.0,0.0,0.0,12.91,3.45,0.0
20231030:0303,0.0,0.0,0.0,0.0,12.88,3.52,0.0
20231030:0403,0.0,17.05,0.59,12.34,12.85,3.66,0.0
20231030:0503,0.0,28.99,1.0,25.57,13.36,3.93,0.0
20231030:0603,0.0,65.66,2.26,38.88,13.84,4.21,0.0
20231030:0703,0.0,135.59,4.66,52.03,15.05,5.17,0.0
20231030:0803,0.0,149.23,5.13,64.52,15.91,5.79,0.0
20231030:0903,0.0,133.88,4.6,74.37,16.58,5.72,0.0
20231030:1003,0.0,78.45,2.69,74.83,16.39,4.41,0.0
20231030:1103,0.0,99.77,3.43,65.36,17.56,5.1,0.0
20231030:1203,1.15,239.59,8.29,52.97,17.65,4.9,0.0
20231030:1303,0.0,62.25,2.14,39.84,17.21,4.07,0.0
20231030:1403,0.0,113.41,3.9,26.54,17.33,4.0,0.0
20231030:1503,17.43,80.74,3.13,13.29,16.45,2.55,0.0
20231030:1603,0.0,0.0,0.0,0.0,15.83,2.55,0.0
20231030:1703,0.0,0.0,0.0,0.0,15.12,2.69,0.0
20231030:1803,0.0,0.0,0.0,0.0,14.6,2.9,0.0
20231030:1903,0.0,0.0,0.0,0.0,14.07,2.21,0.0
20231030:2003,0.0,0.0,0.0,0.0,13.77,2.48,0.0
20231030:2103,0.0,0.0,0.0,0.0,13.63,2.48,0.0
20231030:2203,0.0,0.0,0.0,0.0,13.33,2.41,0.0
20231030:2303,0.0,0.0,0.0,0.0,13.57,2.48,0.0
20231031:0003,0.0,0.0,0.0,0.0,13.76,2.83,0.0
20231031:0103,0.0,0.0,0.0,0.0,13.85,2.76,0.0
20231031:0203,0.0,0.0,0.0,0.0,13.93,2.48,0.0
20231031:0303,0.0,0.0,0.0,0.0,13.99,2.41,0.0
20231031:0403,0.0,43.49,1.49,12.48,14.11,2.21,0.0
20231031:0503,0.0,28.99,1.0,25.71,14.39,2.28,0.0
20231031:0603,0.0,54.58,1.87,39.01,15.1,2.48,0.0
20231031:0703,0.0,98.07,3.37,52.18,14.9,2.14,0.0
20231031:0803,0.0,231.09,7.94,64.71,14.87,2.21,0.0
20231031:0903,3.78,322.15,11.28,74.66,15.05,2.21,0.0
20231031:1003,0.0,78.45,2.69,75.13,15.99,2.69,0.0
20231031:1103,0.0,100.62,3.46,65.56,16.08,2.76,0.0
20231031:1203,0.0,62.25,2.14,53.11,15.92,2.28,0.0
20231031:1303,0.0,105.74,3.63,39.97,15.91,2.21,0.0
20231031:1403,0.0,30.7,1.05,26.67,15.76,2.28,0.0
20231031:1503,0.0,34.11,1.17,13.43,15.55,2.55,0.0
20231031:1603,0.0,0.0,0.0,0.0,15.32,2.76,0.0
20231031:1703,0.0,0.0,0.0,0.0,15.21,3.1,0.0
20231031:1803,0.0,0.0,0.0,0.0,15.11,3.03,0.0
20231031:1903,0.0,0.0,0.0,0.0,14.92,3.66,0.0
20231031:2003,0.0,0.0,0.0,0.0,14.69,3.72,0.0
20231031:2103,0.0,0.0,0.0,0.0,14.41,3.52,0.0
20231031:2203,0.0,0.0,0.0,0.0,14.17,3.17,0.0
20231031:2303,0.0,0.0,0.0,0.0,13.96,2.76,0.0
20231101:0003,0.0,0.0,0.0,0.0,13.68,2.34,0.0
20231101:0103,0.0,0.0,0.0,0.0,13.75,2.21,0.0
20231101:0203,0.0,0.0,0.0,0.0,13.89,2.14,0.0
20231101:0303,0.0,0.0,0.0,0.0,13.93,2.07,0.0
20231101:0403,6.23,66.44,2.4,12.62,14.3,1.86,0.0
20231101:0503,173.04,137.66,10.87,25.84,15.13,1.93,0.0
20231101:0603,339.07,103.89,18.92,39.14,16.31,2.21,0.0
20231101:0703,243.64,251.37,21.03,52.32,18.81,2.62,0.0
20231101:0803,152.46,371.13,21.03,64.9,20.12,2.34,0.0
20231101:0903,31.06,406.65,15.7,74.95,20.25,2.0,0.0
20231101:1003,217.76,359.18,24.54,75.42,20.84,2.07,0.0
20231101:1103,8.35,334.77,11.95,65.75,21.04,2.41,0.0
20231101:1203,12.32,303.26,11.04,53.26,20.96,2.76,0.0
20231101:1303,87.35,270.7,13.24,40.1,20.82,2.9,0.0
20231101:1403,52.17,184.88,8.2,26.8,20.46,2.9,0.0
20231101:1503,95.82,87.73,4.98,13.57,19.62,2.76,0.0
20231101:1603,0.0,0.0,0.0,0.0,18.58,2.55,0.0
20231101:1703,0.0,0.0,0.0,0.0,17.3,1.52,0.0
20231101:1803,0.0,0.0,0.0,0.0,16.28,0.83,0.0
20231101:1903,0.0,0.0,0.0,0.0,16.41,0.83,0.0
20231101:2003,0.0,0.0,0.0,0.0,16.31,0.76,0.0
20231101:2103,0.0,0.0,0.0,0.0,15.29,1.03,0.0
20231101:2203,0.0,0.0,0.0,0.0,14.59,1.24,0.0
20231101:2303,0.0,0.0,0.0,0.0,14.7,1.03,0.0
20231102:0003,0.0,0.0,0.0,0.0,14.75,0.97,0.0
20231102:0103,0.0,0.0,0.0,0.0,15.02,0.76,0.0
20231102:0203,0.0,0.0,0.0,0.0,14.9,0.69,0.0
20231102:0303,0.0,0.0,0.0,0.0,14.8,0.69,0.0
20231102:0403,0.0,23.88,0.82,12.76,15.5,0.48,0.0
20231102:0503,229.24,107.17,11.83,25.97,17.81,0.28,0.0
20231102:0603,317.11,122.85,18.42,39.27,19.62,0.55,0.0
20231102:0703,205.23,283.39,20.06,52.46,20.72,0.62,0.0
20231102:0803,129.46,384.81,20.18,65.08,21.9,1.17,0.0
20231102:0903,266.28,322.13,25.83,75.22,22.43,1.24,0.0
20231102:1003,292.39,301.04,26.57,75.71,23.17,1.17,0.0
20231102:1103,392.38,182.22,27.36,65.94,23.71,1.38,0.0
20231102:1203,315.39,200.4,22.87,53.41,24.2,1.66,0.0
20231102:1303,242.22,187.51,17.37,40.24,24.25,2.0,0.0
20231102:1403,185.54,140.97,11.51,26.93,23.38,3.52,0.0
20231102:1503,25.05,87.95,3.51,13.71,21.75,3.93,0.0
20231102:1603,0.0,0.0,0.0,0.0,19.85,3.31,0.0
20231102:1703,0.0,0.0,0.0,0.0,18.47,2.28,0.0
20231102:1803,0.0,0.0,0.0,0.0,17.8,1.38,0.0
20231102:1903,0.0,0.0,0.0,0.0,17.94,0.62,0.0
20231102:2003,0.0,0.0,0.0,0.0,18.31,0.28,0.0
20231102:2103,0.0,0.0,0.0,0.0,18.37,0.28,0.0
20231102:2203,0.0,0.0,0.0,0.0,17.99,0.55,0.0
20231102:2303,0.0,0.0,0.0,0.0,17.94,0.9,0.0
20231103:0003,0.0,0.0,0.0,0.0,17.95,0.97,0.0
20231103:0103,0.0,0.0,0.0,0.0,17.91,0.97,0.0
20231103:0203,0.0,0.0,0.0,0.0,17.92,0.97,0.0
20231103:0303,0.0,0.0,0.0,0.0,17.89,0.97,0.0
20231103:0403,0.0,49.46,1.7,12.88,18.11,0.9,0.0
20231103:0503,29.13,172.61,6.91,26.09,18.69,1.1,0.0
20231103:0603,103.1,260.52,13.44,39.39,19.91,2.41,0.0
20231103:0703,58.78,341.53,14.64,52.6,21.84,3.31,0.0
20231103:0803,64.67,395.35,17.02,65.25,22.47,3.31,0.0
20231103:0903,289.86,300.55,26.24,75.5,22.75,3.31,0.0
20231103:1003,259.21,327.6,25.51,76.0,22.96,3.17,0.0
20231103:1103,196.29,347.53,22.44,66.13,23.64,3.31,0.0
20231103:1203,232.64,267.27,20.85,53.55,23.79,3.24,0.0
20231103:1303,177.16,231.43,15.82,40.37,24.26,3.59,0.0
20231103:1403,27.77,178.34,7.09,27.06,23.59,3.66,0.0
20231103:1503,9.62,78.84,2.9,13.85,22.6,3.79,0.0
20231103:1603,0.0,0.0,0.0,0.0,21.42,3.59,0.0
20231103:1703,0.0,0.0,0.0,0.0,20.18,3.17,0.0
20231103:1803,0.0,0.0,0.0,0.0,19.48,3.03,0.0
20231103:1903,0.0,0.0,0.0,0.0,19.21,3.03,0.0
20231103:2003,0.0,0.0,0.0,0.0,18.85,2.9,0.0
20231103:2103,0.0,0.0,0.0,0.0,18.55,2.69,0.0
20231103:2203,0.0,0.0,0.0,0.0,18.25,2.76,0.0
20231103:2303,0.0,0.0,0.0,0.0,18.11,2.83,0.0
20231104:0003,0.0,0.0,0.0,0.0,18.04,2.9,0.0
20231104:0103,0.0,0.0,0.0,0.0,17.92,2.97,0.0
20231104:0203,0.0,0.0,0.0,0.0,17.74,2.97,0.0
20231104:0303,0.0,0.0,0.0,0.0,17.67,3.17,0.0
20231104:0403,1.28,53.85,1.87,13.01,18.13,3.1,0.0
20231104:0503,15.52,162.24,6.09,26.2,19.44,4.0,0.0
20231104:0603,47.64,265.24,11.16,39.5,21.08,4.97,0.0
20231104:0703,229.14,265.07,20.41,52.72,23.15,6.48,0.0
20231104:0803,344.07,223.67,25.83,65.41,25.08,6.0,0.0
20231104:0903,419.59,181.18,28.94,75.76,26.26,5.38,0.0
20231104:1003,463.2,140.86,29.85,76.28,27.44,5.31,0.0
20231104:1103,360.75,211.83,26.36,66.31,28.22,5.24,0.0
20231104:1203,20.44,319.41,11.98,53.7,28.67,5.03,0.0
20231104:1303,1.99,200.42,6.97,40.5,28.77,4.83,0.0
20231104:1403,0.0,55.43,1.9,27.2,28.23,4.28,0.0
20231104:1503,3.63,68.63,2.43,13.99,26.64,3.59,0.0
20231104:1603,0.0,0.0,0.0,0.0,24.4,3.45,0.0
20231104:1703,0.0,0.0,0.0,0.0,22.82,3.72,0.0
20231104:1803,0.0,0.0,0.0,0.0,21.66,3.86,0.0
20231104:1903,0.0,0.0,0.0,0.0,20.51,3.59,0.0
20231104:2003,0.0,0.0,0.0,0.0,20.2,3.31,0.0
20231104:2103,0.0,0.0,0.0,0.0,19.91,3.24,0.0
20231104:2203,0.0,0.0,0.0,0.0,19.67,2.97,0.0
20231104:2303,0.0,0.0,0.0,0.0,19.38,2.83,0.0
20231105:0003,0.0,0.0,0.0,0.0,19.1,2.97,0.0
20231105:0103,0.0,0.0,0.0,0.0,18.79,2.97,0.0
20231105:0203,0.0,0.0,0.0,0.0,18.6,3.03,0.0
20231105:0303,0.0,0.0,0.0,0.0,18.48,2.97,0.0
20231105:0403,3.85,62.7,2.23,13.13,19.12,2.41,0.0
20231105:0503,183.8,137.54,10.95,26.31,20.87,3.45,0.0
20231105:0603,257.8,172.35,17.08,39.61,22.63,3.93,0.0
20231105:0703,363.78,156.9,23.2,52.84,24.63,4.07,0.0
20231105:0803,404.77,171.33,27.0,65.57,26.34,4.0,0.0
20231105:0903,447.85,158.1,29.44,76.02,27.8,3.86,0.0
20231105:1003,457.54,150.44,29.7,76.56,28.99,3.86,0.0
20231105:1103,448.36,133.89,28.0,66.5,29.75,4.0,0.0
20231105:1203,408.34,124.48,24.37,53.84,29.97,4.28,0.0
20231105:1303,0.0,74.19,2.55,40.63,29.41,4.41,0.0
20231105:1403,0.0,32.4,1.11,27.33,28.24,4.48,0.0
20231105:1503,130.42,83.42,5.51,14.13,26.81,3.79,0.0
20231105:1603,0.0,0.0,0.0,0.0,24.81,3.86,0.0
20231105:1703,0.0,0.0,0.0,0.0,23.08,3.45,0.0
20231105:1803,0.0,0.0,0.0,0.0,22.05,2.9,0.0
20231105:1903,0.0,0.0,0.0,0.0,21.52,2.41,0.0
20231105:2003,0.0,0.0,0.0,0.0,21.02,1.79,0.0
20231105:2103,0.0,0.0,0.0,0.0,20.48,1.66,0.0
20231105:2203,0.0,0.0,0.0,0.0,19.94,1.66,0.0
20231105:2303,0.0,0.0,0.0,0.0,19.62,1.79,0.0
20231106:0003,0.0,0.0,0.0,0.0,19.3,1.79,0.0
20231106:0103,0.0,0.0,0.0,0.0,19.19,1.79,0.0
20231106:0203,0.0,0.0,0.0,0.0,19.0,1.79,0.0
20231106:0303,0.0,0.0,0.0,0.0,19.06,1.79,0.0
20231106:0403,0.0,17.91,0.62,13.24,19.84,2.0,0.0
20231106:0503,0.0,98.07,3.37,26.41,21.74,3.93,0.0
20231106:0603,37.52,260.99,10.54,39.71,23.44,4.07,0.0
20231106:0703,124.65,328.91,17.31,52.95,24.94,4.62,0.0
20231106:0803,451.78,130.58,27.8,65.72,26.64,4.9,0.0
20231106:0903,399.57,205.62,28.38,76.27,28.41,4.48,0.0
20231106:1003,487.83,126.17,30.23,76.84,29.84,4.41,0.0
20231106:1103,461.39,126.04,28.21,66.68,31.09,4.48,0.0
20231106:1203,403.46,129.4,24.13,53.99,31.83,4.48,0.0
20231106:1303,313.83,136.69,18.36,40.77,32.05,4.48,0.0
20231106:1403,72.46,186.83,8.85,27.46,31.26,4.34,0.0
20231106:1503,0.0,23.88,0.82,14.28,29.72,3.79,0.0
20231106:1603,0.0,0.0,0.0,0.0,27.35,3.72,0.0
20231106:1703,0.0,0.0,0.0,0.0,25.24,3.59,0.0
20231106:1803,0.0,0.0,0.0,0.0,23.75,3.24,0.0
20231106:1903,0.0,0.0,0.0,0.0,23.44,3.1,0.0
20231106:2003,0.0,0.0,0.0,0.0,22.9,2.97,0.0
20231106:2103,0.0,0.0,0.0,0.0,22.47,2.9,0.0
20231106:2203,0.0,0.0,0.0,0.0,22.06,2.69,0.0
